Host Id,Host Since,Name,Neighbourhood,Property Type,Review Scores Rating (bin),Room Type,Zipcode,Beds,Number of Records,Number Of Reviews,Price,Review Scores Rating,Hosting Duration (Years)
4622818,2013-01-07,Studio Apartment,Brooklyn,apartment,95.0,entire home/apt,11218.0,1.0,1,8,75.0,95.0,12.564383561643835
4622027,2013-01-07,Boldera: Your Home Away From Home,Brooklyn,house,95.0,entire home/apt,11233.0,3.0,1,62,149.0,95.0,12.564383561643835
4622754,2013-01-07,Stunning Light Filled Artist's Loft,Brooklyn,loft,100.0,entire home/apt,11249.0,1.0,1,4,225.0,100.0,12.564383561643835
4617977,2013-01-07,Very nice studio in West Village,Manhattan,apartment,95.0,entire home/apt,10014.0,1.0,1,8,200.0,95.0,12.564383561643835
4622733,2013-01-07,Cozy West Village Studio Apartment,Manhattan,apartment,85.0,entire home/apt,10014.0,1.0,1,18,144.0,89.0,12.564383561643835
4620594,2013-01-07,cozy privat room in e. williamsburg,Brooklyn,apartment,90.0,private room,11206.0,2.0,1,28,90.0,91.0,12.564383561643835
4616714,2013-01-07,Quiet Prewar Room in Williamsburg,Brooklyn,apartment,100.0,private room,11211.0,1.0,1,3,125.0,100.0,12.564383561643835
4622765,2013-01-07,VERY NICE Private Room for Rent,Brooklyn,apartment,90.0,private room,11228.0,1.0,1,0,100.0,94.0,12.564383561643835
4623605,2013-01-07,Private Room in Sunny Red Hook Spot,Brooklyn,apartment,95.0,private room,11231.0,1.0,1,13,80.0,97.0,12.564383561643835
4623093,2013-01-07,Brooklyn: Close-In With Character,Brooklyn,apartment,95.0,private room,11238.0,1.0,1,36,60.0,96.0,12.564383561643835
4617159,2013-01-07,Spacious Private Bushwick Room/Bath,Brooklyn,house,95.0,private room,11221.0,1.0,1,6,75.0,97.0,12.564383561643835
4621597,2013-01-07,Great private room in Greenpoint,Brooklyn,house,100.0,private room,11222.0,1.0,1,1,60.0,100.0,12.564383561643835
4623146,2013-01-07,"Perfect location, awesome host!",Manhattan,apartment,90.0,private room,10035.0,1.0,1,5,120.0,92.0,12.564383561643835
4621504,2013-01-07,"Bright, Sunny Room Mins to Times Sq",Queens,apartment,90.0,private room,11101.0,1.0,1,0,70.0,94.0,12.564383561643835
4622818,2013-01-07,Studio Apartment Share,Brooklyn,apartment,95.0,shared room,11218.0,1.0,1,5,50.0,96.0,12.564383561643835
4626736,2013-01-08,Charming 1BR w/ rooftop/Williamsbur,Brooklyn,apartment,90.0,entire home/apt,11211.0,2.0,1,0,232.0,94.0,12.561643835616438
4630562,2013-01-08,The best Williamsburg has to offer!,Brooklyn,apartment,90.0,entire home/apt,11211.0,2.0,1,23,320.0,92.0,12.561643835616438
4624753,2013-01-08,Bohemian Paradise in Williamsburg,Brooklyn,apartment,90.0,entire home/apt,11249.0,1.0,1,0,135.0,94.0,12.561643835616438
4630888,2013-01-08,Modern East Village Roof Top 1 Bed,Manhattan,apartment,100.0,entire home/apt,10003.0,2.0,1,10,245.0,100.0,12.561643835616438
4634282,2013-01-08,Studio in East Village for Rent,Manhattan,apartment,90.0,entire home/apt,10009.0,1.0,1,5,139.0,92.0,12.561643835616438
4630562,2013-01-08,Super Swanky New York Apartment!,Manhattan,apartment,95.0,entire home/apt,10010.0,1.0,1,54,340.0,95.0,12.561643835616438
4636320,2013-01-08,Williamsburg on Wythe - Private BR+,Brooklyn,apartment,95.0,private room,11211.0,2.0,1,18,150.0,95.0,12.561643835616438
4636483,2013-01-08,LUXURY 2BED CONDO / OUTDOOR TERRACE,Brooklyn,apartment,100.0,private room,11220.0,1.0,1,1,64.0,100.0,12.561643835616438
4644513,2013-01-09,Modern & Sunny w/ Private Terrace,Brooklyn,house,95.0,entire home/apt,11249.0,2.0,1,4,285.0,95.0,12.558904109589042
4643033,2013-01-09,A taste of luxury in New York City!,Manhattan,apartment,100.0,entire home/apt,10021.0,1.0,1,2,175.0,100.0,12.558904109589042
4646630,2013-01-09,Clean Studio in Historical Harlem,Manhattan,apartment,100.0,entire home/apt,10037.0,1.0,1,1,75.0,100.0,12.558904109589042
4643780,2013-01-09,Spacious 1 bedroom apt. in Astoria!,Queens,apartment,95.0,entire home/apt,11102.0,1.0,1,4,95.0,95.0,12.558904109589042
4645001,2013-01-09,Spare lofted bed and desk; backyard,Brooklyn,apartment,95.0,private room,11206.0,1.0,1,8,50.0,97.0,12.558904109589042
4644513,2013-01-09,Cozy Lofted Room in Williamsburg,Brooklyn,apartment,100.0,private room,11249.0,1.0,1,2,85.0,100.0,12.558904109589042
4640257,2013-01-09,"Sunny, Charming & Cozy Private Bdrm",Manhattan,apartment,90.0,private room,10039.0,1.0,1,0,65.0,94.0,12.558904109589042
4644172,2013-01-09,Cozy private room 10 min to City!,Queens,apartment,90.0,private room,11102.0,1.0,1,35,69.0,91.0,12.558904109589042
4646764,2013-01-09,Cozy Room in the Heart of Astoria,Queens,apartment,90.0,private room,11103.0,1.0,1,0,60.0,94.0,12.558904109589042
4645357,2013-01-09,Nice private room in Astoria,Queens,apartment,95.0,private room,11105.0,2.0,1,47,82.0,98.0,12.558904109589042
4654512,2013-01-10,Beautiful 2 bedroom in Park Slope!,Brooklyn,apartment,90.0,entire home/apt,11215.0,2.0,1,23,200.0,90.0,12.556164383561644
4653182,2013-01-10,Recently Renovated Boerum Hill Apt,Brooklyn,apartment,90.0,entire home/apt,11217.0,1.0,1,0,170.0,94.0,12.556164383561644
4655878,2013-01-10,Large 1 bed Duplex in Boerum Hill,Brooklyn,apartment,90.0,entire home/apt,11217.0,2.0,1,0,180.0,94.0,12.556164383561644
4657313,2013-01-10,3rd floor apartment/ with patio,Manhattan,apartment,95.0,entire home/apt,10002.0,1.0,1,17,150.0,99.0,12.556164383561644
4661432,2013-01-10,Amazing Studio in the East Village!,Manhattan,apartment,95.0,entire home/apt,10003.0,1.0,1,15,199.0,96.0,12.556164383561644
4660888,2013-01-10,Large 1BR Upper East Side Apartment,Manhattan,apartment,100.0,entire home/apt,10021.0,2.0,1,2,200.0,100.0,12.556164383561644
4657940,2013-01-10,Apartment in Harlem/w park views,Manhattan,apartment,85.0,entire home/apt,10027.0,1.0,1,4,200.0,85.0,12.556164383561644
4654512,2013-01-10,Bright One Bedroom Upper East Side!,Manhattan,apartment,90.0,entire home/apt,10028.0,1.0,1,12,200.0,93.0,12.556164383561644
4655245,2013-01-10,Cozy 2bdr 1 block from Central Park,Manhattan,apartment,90.0,entire home/apt,10029.0,3.0,1,18,249.0,92.0,12.556164383561644
4651686,2013-01-10,==Perfect 3Bedrooms 2Bath 7 beds ==,Manhattan,apartment,95.0,entire home/apt,10034.0,7.0,1,10,350.0,96.0,12.556164383561644
4655169,2013-01-10,Beautiful Trendy 2br Harlem Apt.,Manhattan,apartment,90.0,entire home/apt,10039.0,2.0,1,7,215.0,93.0,12.556164383561644
4657313,2013-01-10,"LARGE loft. apartment, very airy",Manhattan,loft,95.0,entire home/apt,10002.0,1.0,1,43,150.0,98.0,12.556164383561644
4659268,2013-01-10,Huge 1 Bed Apt in Astoria w/ grill,Queens,apartment,95.0,entire home/apt,11105.0,1.0,1,2,125.0,96.0,12.556164383561644
4658655,2013-01-10,"Bright, Tidy One Bedroom Apartment",Queens,apartment,95.0,entire home/apt,11106.0,1.0,1,1,99.0,97.0,12.556164383561644
4658040,2013-01-10,Sun-soaked charming double room,Brooklyn,apartment,100.0,private room,11211.0,1.0,1,1,80.0,100.0,12.556164383561644
4658872,2013-01-10,Heart of Greenpoint duplex w/ yard!,Brooklyn,apartment,100.0,private room,11222.0,1.0,1,3,110.0,100.0,12.556164383561644
4659808,2013-01-10,Private rm just steps from L train,Brooklyn,house,95.0,private room,11206.0,1.0,1,14,75.0,97.0,12.556164383561644
4659746,2013-01-10,Bedroom in East Williamsburg Loft,Brooklyn,loft,90.0,private room,11206.0,1.0,1,23,75.0,91.0,12.556164383561644
4654046,2013-01-10,Bedroom in FABULOUS WVillage Apt!,Manhattan,apartment,100.0,private room,10014.0,1.0,1,4,150.0,100.0,12.556164383561644
4658655,2013-01-10,Lovely Private Room in Two Bedroom,Queens,apartment,90.0,private room,11211.0,1.0,1,0,89.0,94.0,12.556164383561644
4666257,2013-01-11,Modern Apartment in Williamsburg,Brooklyn,apartment,90.0,entire home/apt,11211.0,1.0,1,0,200.0,94.0,12.553424657534247
4666257,2013-01-11,Williamsburg Apt,Brooklyn,apartment,90.0,entire home/apt,11211.0,1.0,1,0,200.0,94.0,12.553424657534247
4665388,2013-01-11,Tree lined cozy West Village studio,Manhattan,apartment,90.0,entire home/apt,10014.0,1.0,1,18,215.0,92.0,12.553424657534247
4665764,2013-01-11,Luxury Living Near Central Park,Manhattan,apartment,100.0,entire home/apt,10025.0,2.0,1,2,200.0,100.0,12.553424657534247
4669477,2013-01-11,A dream in Midtown - Luxus 1BR,Manhattan,apartment,100.0,entire home/apt,10036.0,1.0,1,5,220.0,100.0,12.553424657534247
4669477,2013-01-11,Best View in Midtown - Stunning!,Manhattan,apartment,100.0,entire home/apt,10036.0,1.0,1,1,280.0,100.0,12.553424657534247
4666670,2013-01-11,"Beautiful Apt x Rent in Astoria, NY",Queens,apartment,90.0,entire home/apt,11106.0,1.0,1,12,145.0,94.0,12.553424657534247
4666670,2013-01-11,Cozy Apt x Rent Close to Manhattan,Queens,apartment,95.0,entire home/apt,11106.0,1.0,1,7,160.0,97.0,12.553424657534247
4666871,2013-01-11,LARGE quiet bedrooom of duplex,Brooklyn,apartment,90.0,private room,11211.0,1.0,1,0,100.0,94.0,12.553424657534247
4667102,2013-01-11,CLEAN and COMFY room avail in SoHo!,Manhattan,apartment,100.0,private room,10013.0,1.0,1,1,90.0,100.0,12.553424657534247
4670155,2013-01-11,Experience New York Like a Local!,Manhattan,apartment,95.0,private room,10019.0,1.0,1,76,130.0,97.0,12.553424657534247
4666670,2013-01-11,Spacious Room for Rent in NY,Queens,apartment,90.0,private room,11106.0,1.0,1,2,120.0,90.0,12.553424657534247
4678183,2013-01-12,Beautifully Spacious BK Studio,Brooklyn,apartment,90.0,entire home/apt,11233.0,1.0,1,4,80.0,90.0,12.550684931506849
4679683,2013-01-12,Experience The Heart Of Brooklyn,Brooklyn,apartment,90.0,entire home/apt,11238.0,1.0,1,0,160.0,94.0,12.550684931506849
4680861,2013-01-12,beautiful 1bed! near 34st macy's!!,Manhattan,apartment,85.0,entire home/apt,10001.0,2.0,1,72,180.0,85.0,12.550684931506849
4677925,2013-01-12,Charming 1 bedroom in downtown NYC,Manhattan,apartment,100.0,entire home/apt,10011.0,1.0,1,2,100.0,100.0,12.550684931506849
4679095,2013-01-12,Manhattan Midtown West Cozy&Modern,Manhattan,apartment,90.0,entire home/apt,10019.0,2.0,1,45,185.0,93.0,12.550684931506849
4671953,2013-01-12,"Quiet, clean and cozy Studio Apt",Manhattan,apartment,90.0,entire home/apt,10021.0,1.0,1,2,180.0,90.0,12.550684931506849
4677362,2013-01-12,2 Bedroom Upper West Side Gem,Manhattan,apartment,90.0,entire home/apt,10024.0,3.0,1,13,359.0,91.0,12.550684931506849
4679095,2013-01-12,Location Location Location!!!!,Manhattan,apartment,95.0,entire home/apt,10036.0,2.0,1,19,185.0,96.0,12.550684931506849
4676568,2013-01-12,Spacious Upper East Side apt,Manhattan,apartment,80.0,entire home/apt,10128.0,3.0,1,1,200.0,80.0,12.550684931506849
4678804,2013-01-12,"Huge, bright, private room!!",Brooklyn,apartment,90.0,private room,11237.0,1.0,1,0,65.0,94.0,12.550684931506849
4690301,2013-01-13,3 Bed/ 2 Bath Full Apt. BK Heights,Brooklyn,apartment,100.0,entire home/apt,11201.0,3.0,1,3,340.0,100.0,12.547945205479452
4687090,2013-01-13,Beautiful 1BR Apt- W/great balcony,Brooklyn,apartment,95.0,entire home/apt,11211.0,1.0,1,8,200.0,95.0,12.547945205479452
4687681,2013-01-13,Full Apt - Close to Manhattan & JFK,Brooklyn,apartment,80.0,entire home/apt,11216.0,3.0,1,2,112.0,80.0,12.547945205479452
4690979,2013-01-13,Lux 3br/2ba in NYC; 2min to subway,Brooklyn,apartment,90.0,entire home/apt,11225.0,5.0,1,21,268.0,94.0,12.547945205479452
4693453,2013-01-13,Clean and Cozy 1BD,Brooklyn,apartment,100.0,entire home/apt,11238.0,1.0,1,7,90.0,100.0,12.547945205479452
4694040,2013-01-13,Beautiful 1BR Apartment in Soho/WV,Manhattan,apartment,90.0,entire home/apt,10014.0,2.0,1,0,175.0,94.0,12.547945205479452
4690976,2013-01-13,Beautiful and huge modern apartment,Manhattan,apartment,85.0,entire home/apt,10029.0,1.0,1,6,199.0,88.0,12.547945205479452
4687722,2013-01-13,Comfy room in Williamsburg Loft Apt,Brooklyn,apartment,90.0,private room,11211.0,1.0,1,0,85.0,94.0,12.547945205479452
4687681,2013-01-13,Close to Airport and Manhattan!,Brooklyn,apartment,95.0,private room,11216.0,1.0,1,55,65.0,96.0,12.547945205479452
4684532,2013-01-13,Nice room next to Prospect Park!,Brooklyn,apartment,90.0,private room,11226.0,1.0,1,73,59.0,93.0,12.547945205479452
4690758,2013-01-13,"Large West Village, Outdoor Patio",Manhattan,apartment,90.0,private room,10011.0,1.0,1,3,77.0,93.0,12.547945205479452
4688848,2013-01-13,"Beautiful room, great location NYC!",Manhattan,apartment,90.0,private room,10030.0,1.0,1,0,97.0,94.0,12.547945205479452
4693468,2013-01-13,"Cozy, quiet room near Central Park",Manhattan,apartment,90.0,private room,10128.0,1.0,1,19,99.0,92.0,12.547945205479452
4694040,2013-01-13,Daybed available for occasional,Manhattan,apartment,90.0,shared room,10014.0,1.0,1,0,90.0,94.0,12.547945205479452
4690787,2013-01-13,Comfy Sofa Bed Next to Central Park,Manhattan,apartment,90.0,shared room,10025.0,1.0,1,0,68.0,94.0,12.547945205479452
4701934,2013-01-14,"Family Friendly Loft: Brooklyn, NY",Brooklyn,apartment,90.0,entire home/apt,11205.0,4.0,1,0,190.0,94.0,12.545205479452054
4701835,2013-01-14,Beautiful Spacious Flat,Brooklyn,apartment,90.0,entire home/apt,11222.0,3.0,1,67,159.0,90.0,12.545205479452054
4704914,2013-01-14,2 Bedroom 1 Bath Bergen Beach,Brooklyn,apartment,90.0,entire home/apt,11234.0,4.0,1,0,129.0,94.0,12.545205479452054
4704914,2013-01-14,2 Bedroom Bushwick Apartment,Brooklyn,apartment,85.0,entire home/apt,11237.0,1.0,1,48,139.0,89.0,12.545205479452054
4704914,2013-01-14,3 Bedroom 2 Bath Bergen Beach House,Brooklyn,house,90.0,entire home/apt,11234.0,3.0,1,18,225.0,91.0,12.545205479452054
4705728,2013-01-14,Spacious Studio in Luxury Building,Manhattan,apartment,90.0,entire home/apt,10010.0,2.0,1,10,192.0,93.0,12.545205479452054
4700060,2013-01-14,"Beautiful 1BR, stunning city views",Manhattan,apartment,100.0,entire home/apt,10011.0,1.0,1,1,189.0,100.0,12.545205479452054
4701425,2013-01-14,Family Harlem Townhouse Duplex,Manhattan,apartment,90.0,entire home/apt,10030.0,2.0,1,0,250.0,94.0,12.545205479452054
4705919,2013-01-14,Luxury apt in waterfront building,Manhattan,apartment,100.0,entire home/apt,10280.0,1.0,1,1,250.0,100.0,12.545205479452054
4701443,2013-01-14,"Private Suite, Free Metrocard*",Queens,house,90.0,entire home/apt,11355.0,3.0,1,105,81.0,92.0,12.545205479452054
4704806,2013-01-14,Cozy Oasis with Sunlit Skylight,Brooklyn,apartment,90.0,private room,11206.0,1.0,1,0,54.0,94.0,12.545205479452054
4700815,2013-01-14,huge room,Brooklyn,apartment,90.0,private room,11232.0,1.0,1,0,100.0,94.0,12.545205479452054
4704914,2013-01-14,Bergen Beach 1 bedroom,Brooklyn,apartment,90.0,private room,11234.0,1.0,1,0,125.0,94.0,12.545205479452054
4704057,2013-01-14,Bababa Bushwick Bed for you!,Brooklyn,apartment,95.0,private room,11237.0,1.0,1,7,61.0,97.0,12.545205479452054
4697229,2013-01-14,Comfy Clinton Hill Room,Brooklyn,apartment,90.0,private room,11238.0,1.0,1,14,62.0,91.0,12.545205479452054
4705445,2013-01-14,West Village Private Room!,Manhattan,apartment,85.0,private room,10011.0,1.0,1,3,124.0,87.0,12.545205479452054
4695177,2013-01-14,SPACIOUS 1BR- ENTIRE APT - UWS,Manhattan,apartment,90.0,private room,10024.0,2.0,1,0,150.0,94.0,12.545205479452054
4703464,2013-01-14,Just like Home NYC Bedroom,Manhattan,apartment,85.0,private room,10031.0,1.0,1,11,50.0,87.0,12.545205479452054
4703464,2013-01-14,Cozy and Comfy Manhattan Apartment,Manhattan,apartment,90.0,private room,10033.0,1.0,1,48,50.0,91.0,12.545205479452054
4701443,2013-01-14,"Free Metrocard*, Safe & Affordable",Queens,house,95.0,private room,11355.0,1.0,1,40,59.0,95.0,12.545205479452054
4701825,2013-01-14,Traveler Crash Pad - Keep it Simple,Brooklyn,other,70.0,shared room,11217.0,1.0,1,2,70.0,70.0,12.545205479452054
4699071,2013-01-14,Beautiful 1 BR in Harlem Brownstone,Manhattan,apartment,90.0,shared room,10035.0,1.0,1,0,50.0,94.0,12.545205479452054
4718049,2013-01-15,Williamsburg BK Studio Luxury Bldg,Brooklyn,apartment,90.0,entire home/apt,11211.0,1.0,1,0,150.0,94.0,12.542465753424658
4718231,2013-01-15,**Brooklyn Gem - Sleeps 4 to 6**,Brooklyn,apartment,80.0,entire home/apt,11230.0,1.0,1,17,80.0,84.0,12.542465753424658
4716035,2013-01-15,Modern Oasis Heart of Williamsburg,Brooklyn,house,100.0,entire home/apt,11249.0,3.0,1,1,750.0,100.0,12.542465753424658
4716613,2013-01-15,Amazing light West Village Apt,Manhattan,apartment,95.0,entire home/apt,10014.0,2.0,1,2,325.0,99.0,12.542465753424658
4716488,2013-01-15,Bright Apt/Central Location,Manhattan,apartment,90.0,entire home/apt,10016.0,1.0,1,54,109.0,91.0,12.542465753424658
4718305,2013-01-15,Spacious 2BR Apt Ideal for Families,Manhattan,apartment,90.0,entire home/apt,10033.0,3.0,1,2,115.0,90.0,12.542465753424658
4712433,2013-01-15,Beach bungalow steps from the beach,Queens,house,90.0,entire home/apt,11691.0,3.0,1,6,80.0,93.0,12.542465753424658
4706626,2013-01-15,Penthouse designer loft with a view,Brooklyn,loft,95.0,private room,11211.0,1.0,1,38,130.0,98.0,12.542465753424658
4713128,2013-01-15,Private Bedroom in the LES,Manhattan,apartment,100.0,private room,10002.0,1.0,1,1,125.0,100.0,12.542465753424658
4711076,2013-01-15,Private Bedroom on Upper East Side,Manhattan,apartment,95.0,private room,10021.0,1.0,1,11,89.0,98.0,12.542465753424658
4711076,2013-01-15,Private Bedroom on Upper East Side,Manhattan,apartment,100.0,private room,10021.0,1.0,1,4,85.0,100.0,12.542465753424658
4716869,2013-01-15,Classic Upper West Side,Manhattan,apartment,85.0,private room,10025.0,1.0,1,20,120.0,88.0,12.542465753424658
4714927,2013-01-15,"Manhattan,next to subway,Private Rm",Manhattan,apartment,100.0,private room,10029.0,1.0,1,2,80.0,100.0,12.542465753424658
4714927,2013-01-15,"Private Bedroom in Manhattan, large",Manhattan,apartment,85.0,private room,10029.0,1.0,1,13,85.0,86.0,12.542465753424658
4714927,2013-01-15,"Private bedroom in Manhattan, NYC",Manhattan,apartment,85.0,private room,10029.0,1.0,1,71,80.0,87.0,12.542465753424658
4712698,2013-01-15,"Private room, 10min to Times Square",Queens,apartment,95.0,private room,11101.0,1.0,1,18,94.0,96.0,12.542465753424658
4724809,2013-01-16,Huge Sunny Loft Minutes from Harlem,Bronx,loft,95.0,entire home/apt,10454.0,4.0,1,10,150.0,98.0,12.53972602739726
4731342,2013-01-16,Modern 2bdrm steps from Barclays,Brooklyn,apartment,100.0,entire home/apt,11217.0,2.0,1,3,229.0,100.0,12.53972602739726
4723807,2013-01-16,Sunny 2BR Apt Ocean Views & Balcony,Brooklyn,apartment,100.0,entire home/apt,11235.0,2.0,1,1,232.0,100.0,12.53972602739726
4731948,2013-01-16,2BR/2BA Huge Apt in Lower East Side,Manhattan,apartment,85.0,entire home/apt,10002.0,4.0,1,47,400.0,89.0,12.53972602739726
4731287,2013-01-16,Charming 1 BR in Greenwich Village,Manhattan,apartment,95.0,entire home/apt,10012.0,1.0,1,5,195.0,95.0,12.53972602739726
4722691,2013-01-16,Nice view apartment,Manhattan,apartment,100.0,entire home/apt,10016.0,2.0,1,2,160.0,100.0,12.53972602739726
4731785,2013-01-16,Brand new residence in NoMad,Manhattan,apartment,90.0,entire home/apt,10016.0,2.0,1,1,500.0,94.0,12.53972602739726
4724378,2013-01-16,Jackson Heights 1 Bedroom,Queens,apartment,100.0,entire home/apt,11372.0,2.0,1,2,160.0,100.0,12.53972602739726
4731044,2013-01-16,Huge Sunny Room With En Suite,Brooklyn,apartment,90.0,private room,11221.0,1.0,1,0,60.0,94.0,12.53972602739726
4727489,2013-01-16,"Perfect location, (Females only)",Manhattan,apartment,100.0,private room,10002.0,1.0,1,1,78.0,100.0,12.53972602739726
4731948,2013-01-16,Modern Apt in Central LES,Manhattan,apartment,95.0,private room,10002.0,1.0,1,12,95.0,98.0,12.53972602739726
4731340,2013-01-16,"Soho/Nolita, Private Deck",Manhattan,apartment,90.0,private room,10012.0,1.0,1,34,150.0,92.0,12.53972602739726
4730907,2013-01-16,Large 2 Bedroom Near Columbia,Manhattan,apartment,85.0,private room,10027.0,1.0,1,15,90.0,89.0,12.53972602739726
4721238,2013-01-16,Cozy Room in W Harlem (girls only),Manhattan,apartment,90.0,private room,10030.0,1.0,1,0,59.0,94.0,12.53972602739726
4727280,2013-01-16,Only 20 minutes from Times Square!,Queens,apartment,95.0,private room,11106.0,1.0,1,6,75.0,97.0,12.53972602739726
4738139,2013-01-17,Brooklyn Heights Studio/Ground Flr.,Brooklyn,apartment,80.0,entire home/apt,11201.0,1.0,1,3,205.0,80.0,12.536986301369863
4746193,2013-01-17,2-Bedroom in Brownstone Brooklyn!,Brooklyn,apartment,85.0,entire home/apt,11221.0,3.0,1,73,135.0,85.0,12.536986301369863
4736227,2013-01-17,2 Bedroom Modern Duplex Apartment,Brooklyn,apartment,95.0,entire home/apt,11238.0,2.0,1,28,300.0,96.0,12.536986301369863
4736227,2013-01-17,Brooklyn Brownstone Two Bedroom Apt,Brooklyn,apartment,90.0,entire home/apt,11238.0,2.0,1,11,190.0,93.0,12.536986301369863
4738242,2013-01-17,Sunny 1 Bedroom -Financial District,Manhattan,apartment,100.0,entire home/apt,10006.0,1.0,1,3,160.0,100.0,12.536986301369863
4741155,2013-01-17,Bohemian Crosby St Loft,Manhattan,apartment,85.0,entire home/apt,10012.0,1.0,1,13,300.0,89.0,12.536986301369863
4742264,2013-01-17,Upper West Side Gem Near Everything,Manhattan,apartment,90.0,entire home/apt,10024.0,1.0,1,0,175.0,94.0,12.536986301369863
4741745,2013-01-17,New Luxury Condo in Historic Harlem,Manhattan,apartment,100.0,entire home/apt,10027.0,1.0,1,3,149.0,100.0,12.536986301369863
4737182,2013-01-17,Charming Madison Ave Pied a' Terre,Manhattan,apartment,100.0,entire home/apt,10128.0,1.0,1,4,295.0,100.0,12.536986301369863
4736508,2013-01-17,Spacious Room in Amazing Penthouse!,Brooklyn,apartment,100.0,private room,11211.0,1.0,1,1,60.0,100.0,12.536986301369863
4741190,2013-01-17,Furnished Bedroom.,Brooklyn,dorm,85.0,private room,11208.0,1.0,1,5,60.0,87.0,12.536986301369863
4741190,2013-01-17,Furnished Private Bedroom.,Brooklyn,dorm,90.0,private room,11208.0,1.0,1,6,60.0,93.0,12.536986301369863
4743134,2013-01-17,Sunny Bedroom  in Brooklyn Duplex,Brooklyn,townhouse,100.0,private room,11221.0,2.0,1,1,75.0,100.0,12.536986301369863
4743258,2013-01-17,1 Private Bedroom in Chelsea,Manhattan,apartment,90.0,private room,10011.0,1.0,1,1,80.0,94.0,12.536986301369863
4734398,2013-01-17,Beautiful Bedroom Manhattan ♥♥♥♥♥,Manhattan,apartment,85.0,private room,10039.0,1.0,1,212,50.0,89.0,12.536986301369863
4734398,2013-01-17,Great Bedroom Manhattan ♥♥♥♥♥,Manhattan,apartment,85.0,private room,10039.0,1.0,1,236,50.0,89.0,12.536986301369863
4734398,2013-01-17,Private Bedroom Manhattan ♥♥♥♥♥,Manhattan,apartment,90.0,private room,10039.0,1.0,1,235,50.0,90.0,12.536986301369863
4735886,2013-01-17,Modern Comfortable Living Room,Queens,apartment,90.0,private room,11369.0,1.0,1,13,67.0,91.0,12.536986301369863
4758637,2013-01-18,Elegant 1Br Brooklyn Apartment,Brooklyn,apartment,90.0,entire home/apt,11201.0,1.0,1,0,160.0,94.0,12.534246575342467
4753462,2013-01-18,Best Location Bright Apt- Bedford L,Brooklyn,apartment,90.0,entire home/apt,11211.0,1.0,1,24,140.0,93.0,12.534246575342467
4756424,2013-01-18,Charming 2BR apt in Brooklyn,Brooklyn,apartment,90.0,entire home/apt,11215.0,2.0,1,3,198.0,93.0,12.534246575342467
4749512,2013-01-18,Lovely Brownstone Apt with Backyard,Brooklyn,apartment,90.0,entire home/apt,11216.0,1.0,1,3,90.0,93.0,12.534246575342467
4752735,2013-01-18,Sunny 1BR in LES w/ Elev and Balc!,Manhattan,apartment,100.0,entire home/apt,10002.0,1.0,1,10,225.0,100.0,12.534246575342467
4756978,2013-01-18,Mid Town Studio near Grand Central,Manhattan,apartment,90.0,entire home/apt,10016.0,1.0,1,13,180.0,91.0,12.534246575342467
4757838,2013-01-18,UNIQUE & CHIC IN HISTORICAL HARLEM,Manhattan,apartment,85.0,entire home/apt,10027.0,2.0,1,14,199.0,86.0,12.534246575342467
4751930,2013-01-18,Spectacular Former Synagogue,Manhattan,townhouse,85.0,entire home/apt,10009.0,3.0,1,3,750.0,87.0,12.534246575342467
4756424,2013-01-18,Private bedroom in cozy apartment,Brooklyn,apartment,80.0,private room,11215.0,1.0,1,1,70.0,80.0,12.534246575342467
4765650,2013-01-19,Charming pre-war coop w/nursery,Brooklyn,apartment,90.0,entire home/apt,11238.0,1.0,1,0,270.0,94.0,12.531506849315068
4769886,2013-01-19,Studio Apt | Heart of Bushwick!,Brooklyn,house,90.0,entire home/apt,11221.0,2.0,1,0,105.0,94.0,12.531506849315068
4770160,2013-01-19,2 Bedroom apt on Upper West Side,Manhattan,apartment,90.0,entire home/apt,10024.0,2.0,1,3,195.0,93.0,12.531506849315068
4762251,2013-01-19,Comfortable 1BR w/ Private Yard,Manhattan,apartment,90.0,entire home/apt,10128.0,2.0,1,0,225.0,94.0,12.531506849315068
4765119,2013-01-19,Huge Bedroom in Williamsburg Loft,Brooklyn,apartment,85.0,private room,11249.0,1.0,1,11,105.0,85.0,12.531506849315068
4765119,2013-01-19,Huge Luxury Bedroom in Williamsburg,Brooklyn,apartment,95.0,private room,11249.0,1.0,1,16,79.0,96.0,12.531506849315068
4765119,2013-01-19,Modern Bedroom in Williamsburg Loft,Brooklyn,apartment,85.0,private room,11249.0,1.0,1,52,95.0,88.0,12.531506849315068
4765119,2013-01-19,Sunny Bedroom in Williamsburg Loft,Brooklyn,apartment,85.0,private room,11249.0,1.0,1,41,95.0,88.0,12.531506849315068
4769886,2013-01-19,Bright & Private Bushwick Bedroom,Brooklyn,townhouse,90.0,private room,11221.0,1.0,1,0,85.0,94.0,12.531506849315068
4759568,2013-01-19,Private room+bath in east village!!,Manhattan,apartment,85.0,private room,10009.0,1.0,1,62,135.0,87.0,12.531506849315068
4765670,2013-01-19,Columbia area room pvt bath & entry,Manhattan,apartment,95.0,private room,10025.0,1.0,1,80,100.0,98.0,12.531506849315068
4781865,2013-01-20,1 Bdrm Brownstone in Heart of Bklyn,Brooklyn,apartment,100.0,entire home/apt,11201.0,1.0,1,3,150.0,100.0,12.528767123287672
